id,split,claude-opus-4-6,ft:gpt-4.1-2025-04-14:luca-tramonti:report-extractor:DOcFh6T3,ft:gpt-4.1-nano-2025-04-14:luca-tramonti:report-extractor-oversampling:DPqaFyZI:ckpt-step-486,ft:gpt-4.1-nano-2025-04-14:luca-tramonti:report-extractor:DNDCPvfn,gpt-4.1-2025-04-14,gpt-4.1-mini-2025-04-14,gpt-4.1-nano-2025-04-14,gpt-4.1-nano-2025-04-14_MMR,gpt-4.1-nano-2025-04-14_few-shots,gpt-5.4-2026-03-05,iltramont/llama-3b-report-extractor,mistral-large-2512
204,validation,0.824858757062147,0.7966101694915254,0.7956685499058381,0.7966101694915254,0.655367231638418,0.5706214689265536,0.480225988700565,0.536723163841808,0.5084745762711864,0.7457627118644068,0.6779661016949153,0.768361581920904
209,validation,0.9378531073446329,0.9378531073446329,0.8898305084745763,0.8898305084745763,0.890677966101695,0.9110169491525424,0.6850282485875706,0.6850282485875706,0.7415254237288136,0.9152542372881356,0.8757062146892656,0.8575015693659761
210,validation,0.8662900188323917,0.9227871939736346,0.9416195856873822,0.8451035781544256,0.9369114877589454,0.9369114877589454,0.597457627118644,0.7810734463276836,0.7716572504708098,0.9698681732580037,0.7231638418079097,0.9887005649717514
214,validation,0.8587570621468926,0.7909604519774012,0.848587570621469,0.792090395480226,0.8575015693659761,0.820236260914227,0.527306967984934,0.6967984934086628,0.7062146892655368,0.8587570621468926,0.6779661016949153,0.8271186440677967
215,validation,0.9909604519774011,0.9389830508474577,0.96045197740113,0.96045197740113,0.9887005649717514,0.8474576271186441,0.7344632768361582,0.7909604519774012,0.8474576271186441,1.0,0.903954802259887,0.9887005649717514
217,validation,0.943502824858757,0.943502824858757,0.903954802259887,0.9675141242937854,0.943502824858757,0.943502824858757,0.6544256120527306,0.6638418079096046,0.6638418079096046,0.8870056497175142,0.7627118644067797,1.0
218,validation,0.9152542372881356,0.9081920903954802,0.9322033898305085,0.943502824858757,0.9322033898305085,0.935969868173258,0.7909604519774012,0.8192090395480226,0.8474576271186441,0.943502824858757,0.8757062146892656,0.943502824858757
219,validation,1.0,0.943502824858757,0.7627118644067797,0.8587570621468926,0.903954802259887,0.8192090395480226,0.5461393596986818,0.536723163841808,0.5296610169491526,0.8305084745762712,0.6497175141242938,0.9152542372881356
220,validation,0.8274722318305853,0.9056266574426383,0.902801798685576,0.8463046235443331,0.9321803297590223,0.9649486913409432,0.6638418079096046,0.8180560359737116,0.8180560359737116,0.9141012337138246,0.7992236442599638,0.8245128559898537
224,validation,1.0,0.8870056497175142,0.8022598870056498,0.8870056497175142,0.8870056497175142,0.8870056497175142,0.8305084745762712,0.6949152542372882,0.7231638418079097,0.9152542372881356,0.8587570621468926,0.8757062146892656
225,validation,0.8587570621468926,0.8022598870056498,0.7175141242937852,0.8870056497175142,0.7627118644067797,0.7627118644067797,0.7627118644067797,0.7627118644067797,0.7909604519774012,0.8305084745762712,0.6214689265536724,0.7740112994350282
228,validation,0.8474576271186441,0.8870056497175142,0.8757062146892656,0.8870056497175142,0.7344632768361582,0.6779661016949153,0.5932203389830508,0.7344632768361582,0.7344632768361582,0.8870056497175142,0.903954802259887,0.6892655367231638
229,validation,0.943502824858757,1.0,0.96045197740113,0.9887005649717514,0.9887005649717514,0.9322033898305085,0.7909604519774012,0.7909604519774012,0.7909604519774012,1.0,0.8192090395480226,0.992467043314501
231,validation,0.9614791987673342,0.96045197740113,0.935969868173258,0.9642184557438795,0.8870056497175142,0.9077212806026366,0.7909604519774012,0.6779661016949153,0.7062146892655368,0.943502824858757,0.8757062146892656,0.8870056497175142
236,validation,0.8898305084745763,0.9011299435028248,0.8728813559322034,0.8418079096045198,0.8615819209039548,0.8757062146892656,0.7203389830508475,0.692090395480226,0.7203389830508475,0.8163841807909604,0.7203389830508475,0.8163841807909604
238,validation,0.9105461393596987,0.8775894538606404,0.743879472693032,0.8163841807909604,0.9274952919020715,0.8851224105461394,0.5932203389830508,0.7062146892655368,0.7062146892655368,0.8822975517890773,0.5131826741996233,0.8775894538606404
240,validation,0.9386602098466506,0.9951573849878935,0.9615819209039548,0.966908797417272,0.966908797417272,0.9887005649717514,0.7203389830508475,0.7274011299435028,0.7646892655367232,0.943502824858757,0.8474576271186441,0.966908797417272
243,validation,0.9887005649717514,0.9717514124293786,0.9717514124293786,0.9152542372881356,0.8022598870056498,0.8022598870056498,0.8022598870056498,0.7457627118644068,0.8305084745762712,1.0,0.8587570621468926,0.7909604519774012
249,validation,0.9646892655367232,0.9615819209039548,0.9598466505246166,0.9033494753833737,0.9322033898305085,0.9367231638418079,0.6214689265536724,0.687382297551789,0.687382297551789,0.9717514124293786,0.8474576271186441,0.9951573849878935
260,validation,0.9058380414312619,0.8917137476459511,0.7344632768361582,0.67984934086629,0.7740112994350282,0.6214689265536724,0.6497175141242938,0.64030131826742,0.5838041431261771,0.8305084745762712,0.5555555555555556,0.8851224105461395
270,validation,1.0,1.0,1.0,1.0,1.0,0.992467043314501,0.8380414312617702,0.8757062146892656,0.903954802259887,1.0,0.7250470809792844,0.9962335216572504
273,validation,0.943502824858757,1.0,0.9887005649717514,0.9887005649717514,1.0,0.9378531073446329,0.8474576271186441,0.8192090395480226,0.8192090395480226,0.9717514124293786,0.8945386064030133,0.9378531073446329
282,validation,1.0,0.943502824858757,0.943502824858757,0.943502824858757,0.9322033898305085,0.9152542372881356,0.7062146892655368,0.7062146892655368,0.7062146892655368,0.8022598870056498,0.6497175141242938,0.9152542372881356
284,validation,0.8022598870056498,0.7457627118644068,0.6892655367231638,0.6892655367231638,0.8022598870056498,0.6892655367231638,0.42372881355932207,0.5084745762711864,0.5649717514124294,0.8022598870056498,0.6610169491525424,0.9152542372881356
291,validation,0.9887005649717514,0.9887005649717514,0.9887005649717514,0.9745762711864407,1.0,0.9152542372881356,0.788135593220339,0.788135593220339,0.731638418079096,0.9887005649717514,0.8305084745762712,0.9887005649717514
295,validation,0.8870056497175142,0.8757062146892656,0.9887005649717514,1.0,0.8757062146892656,0.8870056497175142,0.943502824858757,0.943502824858757,0.943502824858757,0.8870056497175142,0.9717514124293786,0.8757062146892656
313,validation,0.7627118644067797,0.7740112994350282,0.748587570621469,0.8192090395480226,0.788135593220339,0.7344632768361582,0.583804143126177,0.527306967984934,0.527306967984934,0.788135593220339,0.5932203389830508,0.8870056497175142
352,validation,0.9096045197740115,0.8531073446327684,0.7419962335216572,0.8568738229755178,0.8263995891114535,0.8907721280602636,0.5743879472693032,0.6779661016949153,0.6403013182674199,0.8399246704331451,0.5649717514124294,0.8625235404896422
399,validation,0.922316384180791,0.9011299435028248,0.8870056497175142,0.9152542372881356,0.844632768361582,0.9011299435028248,0.7551789077212807,0.844632768361582,0.7410546139359699,0.8375706214689266,0.576271186440678,0.8898305084745763
52,train,0.8587570621468926,,,,0.8837772397094431,0.7409200968523002,0.5932203389830508,,,0.9152542372881356,,0.8587570621468926
55,train,0.7175141242937852,,,,0.6610169491525424,0.7457627118644068,0.5555555555555555,,,0.7457627118644068,,0.7457627118644068
59,train,0.7627118644067797,,,,0.8418079096045197,0.8531073446327684,0.7815442561205272,,,0.8022598870056498,,0.792843691148776
64,train,0.9152542372881356,,,,0.8305084745762712,0.8305084745762712,0.7740112994350282,,,0.8870056497175142,,0.8305084745762712
72,train,0.6892655367231638,,,,0.7344632768361582,0.8474576271186441,0.6497175141242938,,,0.8022598870056498,,0.7457627118644068
81,train,0.7645951035781544,,,,0.8050847457627119,0.6412429378531074,0.692090395480226,,,0.67984934086629,,0.8408662900188324
83,train,0.8540489642184558,,,,0.8022598870056498,0.8587570621468926,0.4943502824858757,,,0.8728813559322034,,0.8305084745762712
90,train,0.8587570621468926,,,,0.903954802259887,0.9717514124293786,0.8305084745762712,,,0.9717514124293786,,0.903954802259887
92,train,0.8672316384180793,,,,0.8625235404896422,0.7457627118644068,0.8342749529190207,,,0.8060263653483992,,0.8681732580037665
95,train,0.9322033898305085,,,,0.9887005649717514,0.7231638418079097,0.6779661016949153,,,0.943502824858757,,0.935969868173258
99,train,0.9152542372881356,,,,0.8757062146892656,0.7532956685499058,0.5903954802259886,,,0.8305084745762712,,0.8757062146892656
103,train,0.9951573849878935,,,,0.96045197740113,0.8192090395480226,0.6967984934086628,,,0.9981167608286253,,0.966908797417272
105,train,0.7382297551789078,,,,0.9077212806026366,0.7672316384180792,0.6685499058380414,,,0.8022598870056498,,0.9084745762711863
107,train,0.5932203389830508,,,,0.7740112994350282,0.6327683615819208,0.6045197740112994,,,0.8870056497175142,,0.8474576271186441
112,train,0.9717514124293786,,,,0.943502824858757,0.8870056497175142,0.5555555555555555,,,0.943502824858757,,0.943502824858757
117,train,0.8870056497175142,,,,0.7838983050847458,0.8898305084745763,0.8121468926553672,,,0.9152542372881356,,0.8399246704331451
121,train,0.943502824858757,,,,0.7457627118644068,0.7457627118644068,0.7187696170747018,,,0.943502824858757,,0.7457627118644068
122,train,0.9332306111967128,,,,0.9386602098466506,0.935969868173258,0.903954802259887,,,1.0,,0.943502824858757
128,train,0.9096045197740115,,,,0.8672316384180792,0.7909604519774012,0.6685499058380414,,,0.8531073446327684,,0.7984934086629002
136,train,0.9717514124293786,,,,0.903954802259887,0.8305084745762712,0.7062146892655368,,,0.9901129943502824,,0.8022598870056498
137,train,0.952919020715631,,,,0.9698681732580037,0.8493408662900188,0.7834274952919021,,,0.8305084745762712,,0.8945386064030133
144,train,0.8587570621468926,,,,0.7740112994350282,0.6327683615819208,0.6327683615819208,,,0.8022598870056498,,0.6497175141242938
156,train,0.9717514124293786,,,,0.8757062146892656,0.7627118644067797,0.7062146892655368,,,0.9717514124293786,,0.7740112994350282
162,train,0.9887005649717514,,,,1.0,0.8870056497175142,0.8399246704331451,,,0.9717514124293786,,0.8851224105461394
168,train,0.9378531073446329,,,,0.878060263653484,0.9182074987159732,0.8545197740112994,,,0.943502824858757,,0.7966101694915254
169,train,0.8870056497175142,,,,1.0,0.935969868173258,0.7156308851224106,,,0.8870056497175142,,1.0
173,train,0.8305084745762712,,,,0.7909604519774012,0.9152542372881356,0.736346516007533,,,0.8022598870056498,,0.7909604519774012
176,train,0.9717514124293786,,,,0.8192090395480226,0.7344632768361582,0.8022598870056498,,,0.8192090395480226,,0.8757062146892656
180,train,0.9661016949152543,,,,0.9133709981167607,0.9063088512241053,0.7815442561205272,,,0.9152542372881356,,0.8907721280602636
181,train,0.9387947269303202,,,,0.7975517890772129,0.8305084745762712,0.6214689265536724,,,0.7740112994350282,,0.8822975517890773
183,train,0.8940677966101694,,,,0.8022598870056498,0.896421845574388,0.7457627118644068,,,0.8728813559322034,,0.8728813559322034
186,train,0.943502824858757,,,,0.9152542372881356,0.9152542372881356,0.6403013182674199,,,0.9152542372881356,,0.9717514124293786
189,train,1.0,,,,0.9887005649717514,0.992467043314501,0.6779661016949153,,,1.0,,1.0
190,train,1.0,,,,0.9887005649717514,0.992467043314501,0.7815442561205272,,,1.0,,1.0
194,train,0.96045197740113,,,,0.96045197740113,0.96045197740113,0.6468926553672316,,,0.8757062146892656,,0.9322033898305085
197,train,0.8738229755178908,,,,0.9387947269303202,0.8267419962335216,0.5602636534839925,,,0.8540489642184558,,0.896421845574388
199,train,0.943502824858757,,,,0.8870056497175142,0.8870056497175142,0.7551789077212807,,,0.8870056497175142,,0.8757062146892656
201,train,0.9858757062146892,,,,0.943502824858757,0.8870056497175142,0.7457627118644068,,,1.0,,0.9180790960451978
203,train,0.8700564971751413,,,,0.983050847457627,0.8794726930320151,0.7005649717514125,,,0.9152542372881356,,0.8907721280602636
206,train,0.9887005649717514,,,,0.8587570621468926,0.7627118644067797,0.6045197740112994,,,0.8757062146892656,,0.8474576271186441
207,train,0.8493408662900188,,,,0.7740112994350282,0.8587570621468926,0.71045197740113,,,0.8775894538606404,,0.8305084745762712
208,train,0.7627118644067797,,,,0.8474576271186441,0.8587570621468926,0.5056497175141242,,,0.7862523540489642,,0.8709981167608286
211,train,0.943502824858757,,,,0.8022598870056498,0.8587570621468926,0.7062146892655368,,,0.8587570621468926,,0.8305084745762712
212,train,0.943502824858757,,,,1.0,0.9107344632768363,0.7627118644067797,,,1.0,,0.9717514124293786
216,train,0.8564030131826742,,,,0.8375706214689266,0.8469868173258004,0.736346516007533,,,0.865819209039548,,0.6002824858757062
221,train,0.8192090395480226,,,,0.8305084745762712,0.6864406779661018,0.5649717514124294,,,0.943502824858757,,0.7740112994350282
222,train,0.5425711170581822,,,,0.576271186440678,0.6833184656556646,0.5103578154425612,,,0.5797403112300527,,0.5856873822975518
223,train,0.943502824858757,,,,0.943502824858757,0.9322033898305085,0.8728813559322034,,,0.943502824858757,,0.8757062146892656
226,train,0.7645951035781544,,,,0.8182674199623353,0.8493408662900188,0.8323917137476461,,,0.7900188323917139,,0.7589453860640302
227,train,0.7627118644067797,,,,0.7457627118644068,0.6610169491525424,0.6610169491525424,,,0.8870056497175142,,0.7062146892655368
230,train,0.9386602098466506,,,,0.8832391713747646,0.9386602098466506,0.8192090395480226,,,1.0,,0.9152542372881356
232,train,0.90646578782172,,,,0.8474576271186441,0.7909604519774012,0.7627118644067797,,,0.943502824858757,,0.7974172719935432
233,train,0.7141242937853108,,,,0.8305084745762712,0.6880100439422473,0.480225988700565,,,0.7457627118644068,,0.8239171374764594
234,train,0.9246704331450095,,,,0.952919020715631,0.8587570621468926,0.5743879472693032,,,0.9623352165725046,,0.9058380414312617
235,train,0.9905838041431261,,,,0.9811676082862524,0.9246704331450095,0.7297551789077212,,,0.9199623352165724,,0.896421845574388
237,train,0.6261770244821093,,,,0.7452395898723582,0.7175141242937852,0.6233521657250471,,,0.6327683615819208,,0.6892655367231638
239,train,0.9717514124293786,,,,0.9152542372881356,0.896421845574388,0.8399246704331451,,,0.9322033898305085,,0.8192090395480226
241,train,0.9717514124293786,,,,0.8757062146892656,0.8474576271186441,0.7740112994350282,,,0.943502824858757,,0.8757062146892656
242,train,0.9929378531073446,,,,0.9322033898305085,0.8757062146892656,0.8192090395480226,,,0.9981167608286253,,0.9887005649717514
244,train,1.0,,,,0.9152542372881356,0.8305084745762712,0.6120527306967984,,,0.8587570621468926,,0.896421845574388
245,train,0.903954802259887,,,,0.943502824858757,0.9322033898305085,0.8022598870056498,,,0.9887005649717514,,0.96045197740113
246,train,0.9717514124293786,,,,0.8305084745762712,0.8531073446327684,0.7344632768361582,,,0.9152542372881356,,0.8870056497175142
247,train,0.795668549905838,,,,0.9274952919020715,0.9239171374764594,0.7744821092278719,,,0.9717514124293786,,0.8836158192090396
248,train,0.8870056497175142,,,,0.8305084745762712,0.8870056497175142,0.8632768361581922,,,0.8870056497175142,,0.943502824858757
250,train,0.9623352165725046,,,,0.903954802259887,0.8451035781544256,0.7886064030131826,,,0.8587570621468926,,0.9340866290018832
251,train,0.9887005649717514,,,,0.9887005649717514,0.9322033898305085,0.8757062146892656,,,1.0,,0.992467043314501
252,train,0.7951977401129944,,,,0.9646892655367232,0.7387005649717514,0.6285310734463277,,,0.8046139359698682,,0.9081920903954802
255,train,1.0,,,,0.9322033898305085,0.9887005649717514,0.9322033898305085,,,1.0,,1.0
256,train,0.9717514124293786,,,,0.96045197740113,0.903954802259887,0.7740112994350282,,,0.9717514124293786,,0.96045197740113
257,train,1.0,,,,0.8286252354048964,0.8474576271186441,0.6459510357815443,,,0.896421845574388,,0.8587570621468926
258,train,1.0,,,,0.8587570621468926,0.943502824858757,0.7838983050847458,,,0.9152542372881356,,0.8587570621468926
261,train,0.9058380414312617,,,,0.8728813559322034,0.8728813559322034,0.9227871939736346,,,0.8775894538606404,,0.9340866290018832
262,train,0.8305084745762712,,,,0.9717514124293786,0.7664783427495292,0.8192090395480226,,,0.943502824858757,,0.8832391713747646
263,train,1.0,,,,0.9887005649717514,0.9672316384180792,0.8192090395480226,,,1.0,,1.0
269,train,0.8851224105461395,,,,0.943502824858757,0.9322033898305085,0.711864406779661,,,0.9717514124293786,,0.943502824858757
271,train,0.9951573849878935,,,,0.9951573849878935,0.9416195856873824,0.7344632768361582,,,1.0,,0.966908797417272
272,train,0.9887005649717514,,,,0.9887005649717514,0.9322033898305085,0.7740112994350282,,,0.9887005649717514,,0.9887005649717514
275,train,0.9717514124293786,,,,0.9152542372881356,1.0,0.9322033898305085,,,0.9717514124293786,,1.0
276,train,0.6610169491525424,,,,0.6779661016949153,0.7062146892655368,0.6271186440677966,,,0.8870056497175142,,0.7457627118644068
283,train,0.9887005649717514,,,,0.9887005649717514,0.92090395480226,0.7721280602636534,,,1.0,,0.992467043314501
288,train,0.9943502824858759,,,,0.7871939736346516,0.7853107344632769,0.8135593220338984,,,0.9378531073446329,,0.928436911487759
290,train,0.903954802259887,,,,0.6497175141242938,0.8474576271186441,0.6892655367231638,,,0.96045197740113,,0.8474576271186441
292,train,0.884180790960452,,,,0.884180790960452,0.9067796610169492,0.7598870056497175,,,0.9971751412429378,,0.8559322033898306
293,train,0.9951573849878935,,,,0.9898305084745763,0.9322033898305085,0.7627118644067797,,,0.9981167608286253,,0.9104116222760291
294,train,0.9426957223567392,,,,0.7062146892655368,0.7934714375392342,0.6073446327683616,,,0.8286252354048965,,0.8256658595641646
296,train,1.0,,,,0.903954802259887,0.8474576271186441,0.7909604519774012,,,0.9717514124293786,,0.8870056497175142
297,train,0.8587570621468926,,,,0.7457627118644068,0.8870056497175142,0.7909604519774012,,,1.0,,0.7457627118644068
298,train,0.9717514124293786,,,,1.0,0.8587570621468926,0.6779661016949153,,,1.0,,0.943502824858757
300,train,0.8587570621468926,,,,0.935969868173258,0.8088512241054614,0.768361581920904,,,0.9491525423728814,,0.8794726930320151
302,train,0.9378531073446329,,,,0.9393939393939393,0.9378531073446329,0.7344632768361582,,,0.943502824858757,,0.9118644067796611
303,train,0.8474576271186441,,,,0.8983050847457628,0.675141242937853,0.7457627118644068,,,0.9011299435028248,,0.8135593220338984
304,train,0.8540489642184558,,,,0.8766478342749529,0.9227871939736348,0.8436911487758946,,,0.8836158192090396,,0.871939736346516
305,train,0.8870056497175142,,,,0.8870056497175142,0.7740112994350282,0.6497175141242938,,,0.943502824858757,,0.8870056497175142
306,train,0.9897277863379558,,,,0.9951573849878935,0.8229755178907722,0.8192090395480226,,,1.0,,0.9340866290018833
307,train,0.8821630347054076,,,,0.7909604519774012,0.7909604519774012,0.5932203389830508,,,0.8870056497175142,,0.7974172719935432
308,train,0.8305084745762712,,,,0.8870056497175142,0.9152542372881356,0.7909604519774012,,,0.8870056497175142,,0.9152542372881356
309,train,0.8870056497175142,,,,0.9322033898305085,0.8474576271186441,0.7740112994350282,,,0.8587570621468926,,0.8757062146892656
310,train,0.8979912115505337,,,,0.8725674827369743,0.9011299435028248,0.748587570621469,,,1.0,,0.8926553672316385
311,train,0.8681732580037665,,,,0.9698681732580037,0.9774011299435027,0.6850282485875706,,,0.952919020715631,,0.9488101352508133
312,train,0.8192090395480226,,,,0.7909604519774012,0.7909604519774012,0.6120527306967984,,,0.8022598870056498,,0.7382297551789078
314,train,0.8256658595641646,,,,0.8768361581920904,0.8259887005649719,0.7250470809792844,,,0.8851224105461395,,0.8821630347054076
315,train,0.8870056497175142,,,,0.8757062146892656,0.8794726930320151,0.7062146892655368,,,0.8870056497175142,,0.8870056497175142
316,train,0.8356873822975518,,,,0.844632768361582,0.7339924670433146,0.576271186440678,,,0.8728813559322034,,0.7791902071563088
318,train,0.8587570621468926,,,,0.8512241054613936,0.8474576271186441,0.7062146892655368,,,0.8587570621468926,,0.8022598870056498
320,train,0.7175141242937852,,,,0.6892655367231638,0.8022598870056498,0.5951035781544256,,,0.8022598870056498,,0.7909604519774012
322,train,0.7645951035781544,,,,0.7080979284369116,0.7740112994350282,0.46610169491525427,,,0.7645951035781544,,0.736346516007533
